Argument ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
A31046	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31047	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31048	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31049	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31050	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31051	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31052	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31053	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31054	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31055	0	1	0	0	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1
A31056	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31057	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31058	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31059	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A31060	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31061	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31062	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31063	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31064	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31065	0	1	0	0	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1
A31066	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31067	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31068	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31069	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31070	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31071	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31072	1	1	1	1	1	0	1	1	1	0	0	1	0	0	1	0	1	0	1	0
A31073	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1
A31074	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31075	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31076	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31077	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31078	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31079	0	1	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1
A31080	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31081	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1
A31082	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0
A31083	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31084	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1
A31085	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31086	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31087	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31088	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31089	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0
A31090	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31091	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31092	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31093	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31094	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31095	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31096	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31097	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31098	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31099	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31101	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31102	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31103	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	1	1	0	0	1
A31104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31105	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31107	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31108	0	1	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	1	1	1
A31109	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31110	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31111	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0
A31112	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31113	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31114	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31115	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31116	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31117	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31118	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31119	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
A31120	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31121	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31122	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	1
A31123	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31124	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31125	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31126	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	1	1	0	0	0
A31127	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31128	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31129	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31130	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31131	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31132	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0
A31133	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31134	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31135	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31136	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31137	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31138	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1
A31139	1	0	1	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	1	0
A31140	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31141	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31142	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31143	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31144	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31145	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31146	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31147	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0
A31148	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31149	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31150	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31151	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1
A31152	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31153	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31154	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31155	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31156	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31157	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31158	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31159	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31160	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31161	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	0	0	1	0
A31162	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31163	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1
A31164	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31165	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31166	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31167	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0
A31168	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31169	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31170	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31171	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31172	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31173	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31174	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31175	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31176	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	1
A31177	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31178	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31179	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1
A31180	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31181	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31182	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31183	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31185	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31186	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31187	1	1	1	1	0	1	1	1	0	0	1	1	1	1	0	0	0	1	1	1
A31188	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31189	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31190	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31191	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31192	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31193	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31194	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31195	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31196	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31197	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31199	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31201	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31202	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31203	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31204	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31205	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31206	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31207	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31208	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31209	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31210	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1
A31211	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31212	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31213	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31214	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31215	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31216	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31217	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31218	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31219	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31220	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31221	0	1	1	1	1	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1
A31222	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31223	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31224	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A31225	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
A31226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31227	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31229	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1
A31230	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31231	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31232	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31233	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31234	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31235	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A31236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31237	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31238	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31239	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0
A31240	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31241	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
A31242	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0
A31243	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31244	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31245	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31246	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31247	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31248	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1
A31249	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31250	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31251	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31252	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31253	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31254	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31255	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31256	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31257	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31258	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31259	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31260	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31261	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31262	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31263	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31264	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31265	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31266	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31267	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31268	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31269	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	1	1	0	0	1
A31270	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31271	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1
A31272	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31273	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1
A31274	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31275	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31277	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31278	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
A31279	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31280	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31281	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31282	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
A31283	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31284	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31285	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1
A31286	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
A31287	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31288	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1
A31289	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31290	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31291	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31292	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31293	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31294	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1
A31295	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31297	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31298	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
A31299	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31300	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31301	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31302	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31303	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31304	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31305	1	1	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0
A31306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31307	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31308	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	1	1	0	0	1
A31309	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31310	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31311	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31312	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31313	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31314	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	1	0	1	1
A31315	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31317	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31318	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31319	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31320	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31321	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31322	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31323	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31325	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	0
A31326	1	1	1	0	1	1	1	1	0	1	1	0	1	1	0	0	1	1	1	0
A31327	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31328	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31329	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31330	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1
A31331	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31332	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31333	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31334	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31335	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31336	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31337	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31338	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31339	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31340	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31342	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	0
A31343	0	0	1	0	1	0	0	0	1	1	0	0	1	1	1	0	1	0	0	0
A31344	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31345	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31348	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31349	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31350	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A31351	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A31352	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31353	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A31354	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31355	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31356	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A31358	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A31359	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
